roll_no,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,grade
std-6108,female,B,some college,0,0,35,86,74,64,259,B
std-6109,female,E,some high school,1,0,84,71,70,85,310,B
std-6110,female,E,some college,1,1,58,47,85,96,286,B
std-6111,female,A,bachelor's degree,1,0,43,88,84,51,266,B
std-6112,female,D,master's degree,1,0,38,78,89,57,262,B
std-6113,female,B,associate's degree,1,1,67,76,65,71,279,B
std-6114,female,B,some college,0,0,45,77,71,58,251,B
std-6115,female,E,high school,1,0,27,95,48,79,249,C
std-6116,female,A,some college,1,1,43,99,79,68,289,B
std-6117,female,B,high school,0,1,89,100,98,65,352,A
std-6118,female,C,associate's degree,1,0,67,82,89,59,297,B
std-6119,female,D,some high school,0,0,84,74,80,62,300,B
std-6120,female,D,some college,1,0,47,52,73,80,252,B
std-6121,female,D,some college,0,1,82,87,66,56,291,B
std-6122,female,C,some high school,1,1,27,41,61,43,172,D
std-6123,female,B,some college,1,1,49,100,62,73,284,B
std-6124,female,A,associate's degree,0,1,33,64,86,81,264,B
std-6125,female,B,high school,1,0,90,89,50,82,311,B
std-6126,female,C,master's degree,1,0,44,55,73,88,260,B
std-6127,female,A,some high school,1,0,90,71,58,79,298,B
std-6128,female,D,master's degree,1,1,80,80,96,82,338,A
std-6129,female,C,associate's degree,1,0,61,42,60,53,216,C
std-6130,female,C,some high school,0,0,34,100,78,37,249,C
std-6131,female,A,some high school,0,0,82,46,88,43,259,B
std-6132,female,E,some high school,0,0,74,32,88,55,249,C
std-6133,female,C,high school,1,0,90,61,52,80,283,B
std-6134,female,C,bachelor's degree,1,1,51,91,63,61,266,B
std-6135,female,B,associate's degree,1,0,57,41,100,52,250,B
std-6136,female,D,some high school,1,0,100,50,88,85,323,A
std-6137,female,C,master's degree,0,1,48,68,81,97,294,B
std-6138,female,A,some high school,0,1,64,56,82,72,274,B
std-6139,female,D,some college,0,1,84,93,92,87,356,A
std-6140,female,A,some college,1,0,45,73,79,82,279,B
std-6141,female,B,some college,1,0,40,74,60,43,217,C
std-6142,female,B,high school,0,0,62,94,78,59,293,B
std-6143,female,C,some college,1,1,58,91,91,79,319,B
std-6144,female,B,associate's degree,0,0,40,94,82,69,285,B
std-6145,female,E,associate's degree,0,1,63,62,87,73,285,B
std-6146,female,D,bachelor's degree,0,1,89,95,48,82,314,B
std-6147,female,D,some high school,0,1,58,59,76,68,261,B
std-6148,female,A,some high school,0,0,79,62,85,80,306,B
std-6149,female,D,some college,1,0,54,56,79,55,244,C
std-6150,female,B,some high school,1,0,27,57,82,56,222,C
std-6151,female,D,some high school,1,1,88,83,100,65,336,A
std-6152,female,C,bachelor's degree,1,0,56,64,88,53,261,B
std-6153,female,E,some high school,1,0,84,77,89,81,331,A
std-6154,female,B,high school,0,0,66,92,90,74,322,A
std-6155,female,D,high school,1,0,38,44,73,62,217,C
std-6156,female,C,some high school,0,1,80,99,50,100,329,A
std-6157,female,E,associate's degree,0,0,100,70,94,50,314,B
std-6158,female,A,high school,0,0,91,68,99,66,324,A
std-6160,female,E,some college,0,1,90,38,67,60,255,B
std-6161,female,A,bachelor's degree,0,1,49,86,81,63,279,B
std-6165,female,E,high school,0,0,64,92,70,44,270,B
std-6170,female,A,bachelor's degree,1,1,53,54,82,61,250,B
std-6171,female,A,some college,1,0,61,45,100,49,255,B
std-6172,female,B,high school,0,1,64,77,49,56,246,C
std-6173,female,C,high school,0,0,65,70,65,100,300,B
std-6174,female,C,some college,1,1,58,62,74,100,294,B
std-6175,female,C,high school,1,0,66,76,97,66,305,B
std-6176,female,C,some high school,0,0,74,96,99,64,333,A
std-6177,female,C,some college,1,1,58,66,100,100,324,A
std-6178,female,C,high school,1,1,55,75,77,58,265,B
std-6179,female,E,bachelor's degree,1,1,77,76,86,57,296,B
std-6180,female,B,some college,1,0,84,93,58,77,312,B
std-6181,female,C,some high school,0,0,54,79,82,80,295,B
std-6182,female,E,some high school,1,1,67,80,57,46,250,B
std-6183,female,C,bachelor's degree,1,0,51,88,66,99,304,B
std-6184,female,C,some college,1,0,63,94,100,63,320,A
std-6185,female,B,some college,1,1,41,63,93,76,273,B
std-6186,female,D,associate's degree,1,0,60,71,80,71,282,B
std-6187,female,B,some high school,1,1,88,52,91,59,290,B
std-6188,female,A,some high school,0,1,68,92,31,88,279,B
std-6189,female,D,high school,0,0,67,65,60,52,244,C
std-6190,female,E,high school,0,1,40,55,63,45,203,C
std-6191,female,C,high school,1,1,70,79,15,61,225,C
std-6192,female,E,some college,1,1,57,88,54,84,283,B
std-6193,female,E,high school,1,0,62,49,62,83,256,B
std-6194,female,E,master's degree,1,0,35,50,79,79,243,C
std-6195,female,A,high school,0,1,96,58,66,45,265,B
std-6196,female,A,some high school,1,0,49,84,84,82,299,B
std-6197,female,D,bachelor's degree,0,0,60,81,58,67,266,B
std-6198,female,D,bachelor's degree,1,1,77,88,59,87,311,B
std-6199,female,B,high school,1,0,72,62,81,92,307,B
std-6200,female,E,bachelor's degree,1,0,85,74,100,74,333,A
std-6201,female,D,some college,0,0,67,91,72,100,330,A
std-6202,female,A,some high school,1,0,81,70,59,48,258,B
std-6203,female,B,associate's degree,1,0,90,56,89,59,294,B
std-6204,female,C,bachelor's degree,0,1,73,75,88,99,335,A
std-6205,female,A,associate's degree,0,0,56,67,66,70,259,B
std-6206,female,C,some college,1,0,87,70,55,88,300,B
std-6207,female,E,some high school,1,1,70,85,61,84,300,B
std-6208,female,C,some high school,0,1,71,76,62,48,257,B
std-6209,female,A,associate's degree,1,0,80,88,91,61,320,A
std-6210,female,A,high school,0,0,91,76,57,87,311,B
std-6211,female,D,associate's degree,1,0,53,87,75,75,290,B
std-6212,female,A,associate's degree,1,0,48,47,32,59,186,D
std-6213,female,D,some high school,1,0,29,44,79,71,223,C
std-6214,female,C,high school,0,0,81,74,81,75,311,B
std-6215,female,E,some high school,0,0,47,92,67,53,259,B
std-6216,female,B,bachelor's degree,1,1,84,96,37,34,251,B
std-6217,female,D,high school,1,1,83,47,79,92,301,B
std-6218,female,E,high school,1,0,31,72,90,89,282,B
std-6219,female,E,high school,1,0,77,74,71,94,316,B
std-6220,female,E,some college,0,0,53,57,70,64,244,C
std-6221,female,B,some high school,1,1,50,77,64,50,241,C
std-6222,female,A,bachelor's degree,1,0,64,63,32,58,217,C
std-6223,female,C,some college,1,1,63,45,77,56,241,C
std-6224,female,A,associate's degree,0,1,27,81,87,97,292,B
std-6225,female,D,high school,0,0,65,42,61,66,234,C
std-6226,female,D,associate's degree,1,0,50,67,82,68,267,B
std-6227,female,A,some high school,0,0,51,37,68,100,256,B
std-6228,female,B,associate's degree,1,1,66,94,92,81,333,A
std-6229,female,C,high school,1,1,81,67,57,74,279,B
std-6230,female,D,some college,0,0,75,80,60,58,273,B
std-6231,female,E,some college,1,0,68,63,92,54,277,B
std-6232,female,D,bachelor's degree,1,1,56,60,84,75,275,B
std-6239,female,C,associate's degree,1,0,81,72,70,62,285,B
std-6242,female,C,associate's degree,1,0,48,82,87,92,309,B
std-6243,female,D,bachelor's degree,1,0,40,65,79,58,242,C
std-6244,female,E,high school,0,0,57,100,77,68,302,B
std-6245,female,C,some college,0,1,50,81,73,70,274,B
std-6246,female,C,some college,1,0,92,85,93,64,334,A
std-6247,female,C,bachelor's degree,1,0,32,74,67,59,232,C
std-6248,female,C,some college,1,0,84,87,99,68,338,A
std-6249,female,C,associate's degree,1,0,57,82,83,70,292,B
std-6250,female,D,bachelor's degree,1,1,30,49,77,31,187,D
std-6251,female,E,associate's degree,1,0,65,64,100,63,292,B
std-6252,female,A,some college,1,0,29,99,77,59,264,B
std-6253,female,E,some college,1,1,85,59,89,99,332,A
std-6254,female,D,high school,0,1,81,100,100,49,330,A
std-6255,female,C,high school,0,1,65,58,100,42,265,B
std-6256,female,A,bachelor's degree,1,1,63,84,69,73,289,B
std-6257,female,C,associate's degree,0,1,69,80,76,55,280,B
std-6258,female,C,some college,1,0,79,86,82,41,288,B
std-6259,female,D,some high school,1,1,76,68,77,45,266,B
std-6260,female,D,bachelor's degree,1,0,42,92,69,25,228,C
std-6261,female,D,associate's degree,1,1,74,70,91,80,315,B
std-6262,female,D,some college,1,0,42,81,86,66,275,B
std-6263,female,C,associate's degree,1,1,82,74,76,58,290,B
std-6264,female,D,high school,0,1,53,75,73,81,282,B
std-6265,female,A,bachelor's degree,1,0,49,69,79,70,267,B
std-6266,female,B,associate's degree,0,1,100,62,100,58,320,A
std-6267,female,B,high school,1,1,33,96,100,86,315,B
std-6268,female,B,associate's degree,1,0,47,63,96,77,283,B
std-6269,female,B,high school,0,0,61,100,92,41,294,B
std-6270,female,B,some high school,1,1,78,83,84,63,308,B
std-6271,female,B,some high school,0,0,68,66,100,68,302,B
std-6272,female,C,some college,1,0,72,78,92,59,301,B
std-6273,female,E,associate's degree,1,1,64,89,75,73,301,B
std-6274,female,C,high school,1,0,92,96,77,76,341,A
std-6275,female,E,high school,1,0,77,96,100,67,340,A
std-6276,female,B,bachelor's degree,1,1,50,71,36,53,210,C
std-6277,female,E,some college,1,0,90,91,73,50,304,B
std-6278,female,D,some high school,1,0,77,84,39,77,277,B
std-6279,female,E,bachelor's degree,1,1,86,72,81,90,329,A
std-6280,female,B,associate's degree,0,0,28,68,69,73,238,C
std-6281,female,E,some high school,0,1,47,60,100,54,261,B
std-6282,female,D,some college,1,0,72,23,71,47,213,C
std-6283,female,C,high school,1,1,70,56,74,52,252,B
std-6284,female,A,associate's degree,1,1,69,40,44,68,221,C
std-6285,female,C,bachelor's degree,1,0,69,33,44,88,234,C
std-6286,female,D,associate's degree,1,1,46,43,89,61,239,C
std-6287,female,B,high school,1,0,58,76,97,76,307,B
std-6288,female,C,some college,1,1,43,81,70,67,261,B
std-6289,female,A,some college,0,1,77,55,81,68,281,B
std-6290,female,C,associate's degree,1,0,72,92,89,95,348,A
std-6291,female,C,some college,1,1,45,98,66,60,269,B
std-6292,female,C,associate's degree,0,0,90,48,82,100,320,A
std-6293,female,E,some college,0,0,77,43,99,44,263,B
std-6294,female,B,some college,0,1,61,57,93,48,259,B
std-6295,female,D,some college,1,0,69,90,62,33,254,B
std-6296,female,C,bachelor's degree,1,1,71,30,77,48,226,C
std-6297,female,E,high school,0,0,58,84,59,76,277,B
std-6298,female,C,associate's degree,1,0,77,80,54,70,281,B
std-6299,female,C,associate's degree,1,0,79,73,83,76,311,B
std-6300,female,E,some high school,0,0,57,100,94,30,281,B
std-6301,female,E,some college,0,1,48,89,79,66,282,B
std-6302,female,D,associate's degree,0,1,60,50,56,69,235,C
std-6303,female,C,some college,1,0,50,98,82,47,277,B
std-6304,female,C,associate's degree,1,0,72,42,100,65,279,B
std-6305,female,E,some college,0,1,56,32,89,100,277,B
std-6306,female,D,some college,0,1,84,47,70,96,297,B
std-6307,female,C,some college,1,0,60,84,98,70,312,B
std-6308,female,A,high school,0,0,62,95,74,64,295,B
std-6309,female,D,high school,0,0,67,87,97,70,321,A
std-6310,female,A,associate's degree,0,1,66,64,24,50,204,C
std-6311,female,C,some college,1,0,41,89,39,87,256,B
std-6312,female,A,some college,0,0,92,94,80,70,336,A
std-6313,female,E,high school,1,1,51,62,84,93,290,B
std-6314,female,C,associate's degree,0,0,99,34,66,50,249,C
std-6315,female,E,some college,1,1,36,73,86,100,295,B
std-6316,female,D,some high school,0,1,68,66,92,74,300,B
std-6317,female,B,associate's degree,1,0,56,90,78,90,314,B
std-6318,female,C,master's degree,1,1,52,100,57,56,265,B
std-6319,female,C,high school,1,1,72,47,100,78,297,B
std-6320,female,D,associate's degree,1,1,58,70,35,48,211,C
std-6321,female,E,high school,0,1,27,27,87,97,238,C
std-6322,female,B,some college,0,1,57,42,100,71,270,B
std-6323,female,D,some high school,1,1,75,80,39,71,265,B
std-6324,female,B,high school,1,0,70,96,73,59,298,B
std-6325,female,B,some high school,1,1,77,62,83,100,322,A
std-6326,female,D,associate's degree,1,1,64,73,99,92,328,A
std-6327,female,C,high school,0,0,70,97,84,43,294,B
std-6328,female,A,high school,1,1,41,57,70,73,241,C
std-6329,female,C,high school,1,1,52,74,81,93,300,B
std-6330,female,B,some college,1,1,69,83,56,67,275,B
std-6331,female,B,some high school,1,0,72,64,96,89,321,A
std-6332,female,D,some college,1,1,100,67,100,61,328,A
std-6333,female,C,high school,0,0,55,89,67,44,255,B
std-6334,female,B,high school,1,0,75,66,100,74,315,B
std-6335,female,A,some college,1,0,35,87,77,71,270,B
std-6336,female,B,associate's degree,1,0,75,69,82,87,313,B
std-6337,female,C,associate's degree,1,0,42,52,50,67,211,C
std-6338,female,E,some high school,0,0,28,100,54,65,247,C
std-6339,female,A,some college,0,1,60,98,78,74,310,B
std-6340,female,B,bachelor's degree,1,0,85,60,71,61,277,B
std-6341,female,C,some college,1,0,53,90,60,44,247,C
std-6342,female,C,some college,1,0,71,57,69,73,270,B
std-6343,female,B,high school,1,1,53,90,100,49,292,B
std-6344,female,A,some high school,0,1,69,72,76,72,289,B
std-6345,female,A,some college,1,1,58,83,57,77,275,B
std-6346,female,C,some college,1,0,54,99,100,92,345,A
std-6347,female,D,associate's degree,1,0,41,68,100,73,282,B
std-6348,female,A,master's degree,1,0,47,76,68,86,277,B
std-6349,female,C,some college,1,1,34,45,86,74,239,C
std-6350,female,B,high school,0,1,77,82,81,96,336,A
std-6351,female,A,high school,0,0,39,79,72,40,230,C
std-6352,female,B,some high school,1,1,27,59,97,81,264,B
std-6353,female,E,some high school,1,0,50,62,83,55,250,B
std-6354,female,D,some high school,1,1,100,33,74,61,268,B
std-6355,female,B,some college,1,0,87,75,42,86,290,B
std-6356,female,D,some college,1,0,56,87,97,94,334,A
std-6357,female,C,some college,1,0,51,76,78,61,266,B
std-6358,female,B,associate's degree,1,1,85,48,76,70,279,B
std-6359,female,C,some college,1,0,43,62,100,93,298,B
std-6360,female,C,some college,1,1,88,49,65,62,264,B
std-6361,female,B,associate's degree,1,0,40,75,100,75,290,B
std-6362,female,C,associate's degree,0,0,100,53,100,59,312,B
std-6363,female,B,associate's degree,1,1,45,86,100,66,297,B
std-6364,female,A,associate's degree,1,0,75,100,62,56,293,B
std-6365,female,D,some college,0,0,92,64,100,67,323,A
std-6366,female,D,associate's degree,1,1,54,77,58,81,270,B
std-6367,female,A,some college,1,1,48,89,65,85,287,B
std-6368,female,A,some college,0,0,82,75,86,35,278,B
std-6369,female,D,high school,1,0,58,58,80,41,237,C
std-6370,female,B,associate's degree,1,0,97,64,55,85,301,B
std-6371,female,C,some college,0,0,69,56,96,66,287,B
std-6372,female,E,some college,1,0,83,80,100,96,359,A
std-6373,female,C,associate's degree,1,0,70,83,62,75,290,B
std-6374,female,B,some high school,1,1,61,50,83,62,256,B
std-6375,female,C,associate's degree,0,0,96,51,78,85,310,B
std-6376,female,A,some college,1,0,49,63,72,65,249,C
std-6377,female,A,high school,1,1,31,65,50,70,216,C
std-6378,female,C,some college,0,0,51,100,95,91,337,A
std-6379,female,C,some college,0,1,75,70,75,55,275,B
std-6380,female,A,some high school,1,0,64,82,97,53,296,B
std-6381,female,D,master's degree,1,0,33,62,100,78,273,B
std-6382,female,C,high school,1,1,40,56,86,41,223,C
std-6383,female,B,associate's degree,1,0,75,77,85,87,324,A
std-6384,female,E,some high school,0,0,95,85,82,83,345,A
std-6385,female,A,associate's degree,0,1,49,76,90,96,311,B
std-6386,female,C,master's degree,1,0,85,84,63,89,321,A
std-6387,female,E,associate's degree,0,0,39,100,73,40,252,B
std-6388,female,A,associate's degree,0,1,78,97,100,41,316,B
std-6389,female,B,bachelor's degree,1,0,97,56,81,76,310,B
std-6390,female,E,some high school,1,0,62,55,66,93,276,B
std-6391,female,E,associate's degree,1,0,60,74,86,65,285,B
std-6392,female,C,high school,1,1,48,86,74,89,297,B
std-6393,female,E,some college,1,0,41,48,88,58,235,C
std-6394,female,E,some college,1,1,88,60,91,68,307,B
std-6395,female,E,high school,0,0,39,65,96,41,241,C
std-6396,female,D,some high school,1,1,71,78,69,81,299,B
std-6397,female,C,high school,1,0,54,78,30,86,248,C
std-6398,female,D,some high school,0,0,74,38,98,70,280,B
std-6399,female,D,some high school,1,1,47,63,100,80,290,B
std-6400,female,D,associate's degree,1,0,56,61,81,47,245,C
std-6401,female,C,bachelor's degree,1,0,27,100,99,100,326,A
std-6402,female,C,some high school,0,0,83,85,96,65,329,A
std-6403,female,C,master's degree,0,1,80,44,75,58,257,B
std-6404,female,A,some high school,0,0,39,75,88,90,292,B
std-6405,female,E,some college,1,0,29,93,78,31,231,C
std-6406,female,B,some high school,0,0,47,60,84,68,259,B
std-6407,female,A,high school,1,0,55,100,47,79,281,B
std-6408,female,E,associate's degree,0,0,48,85,73,41,247,C
std-6409,female,D,some college,1,0,57,59,76,99,291,B
std-6410,female,C,bachelor's degree,0,1,70,74,90,67,301,B
std-6411,female,C,bachelor's degree,1,0,100,56,83,80,319,B
std-6412,female,E,associate's degree,0,1,63,72,74,60,269,B
std-6413,female,B,associate's degree,0,0,81,92,93,63,329,A
std-6414,female,B,high school,0,0,54,80,74,56,264,B
std-6415,female,E,associate's degree,1,0,58,59,77,46,240,C
std-6416,female,E,high school,1,1,86,78,44,82,290,B
std-6417,female,C,master's degree,1,0,50,87,95,87,319,B
std-6418,female,D,some high school,1,1,27,57,83,72,239,C
std-6419,female,D,some college,1,1,57,83,88,72,300,B
std-6420,female,A,some college,1,1,48,71,86,62,267,B
std-6421,female,D,bachelor's degree,0,0,74,57,75,58,264,B
std-6422,female,D,bachelor's degree,0,0,60,90,81,51,282,B
std-6423,female,C,associate's degree,1,0,87,31,80,98,296,B
std-6424,female,B,bachelor's degree,0,0,94,79,55,59,287,B
std-6425,female,A,high school,0,1,73,47,55,64,239,C
std-6426,female,D,some college,1,0,68,49,95,79,291,B
std-6427,female,E,some college,0,1,74,57,75,69,275,B
std-6428,female,B,some college,0,0,59,58,86,56,259,B
std-6429,female,C,high school,1,0,51,60,70,88,269,B
std-6430,female,A,high school,1,1,55,91,27,24,197,D
std-6431,female,C,some college,1,1,74,41,39,68,222,C
std-6432,female,C,associate's degree,1,0,71,100,98,73,342,A
std-6433,female,D,some college,1,1,78,42,90,60,270,B
std-6434,female,D,master's degree,1,1,62,86,67,23,238,C
std-6435,female,A,associate's degree,1,1,27,50,100,59,236,C
std-6436,female,D,associate's degree,0,0,80,64,81,46,271,B
std-6437,female,C,some high school,0,0,71,63,78,60,272,B
std-6438,female,B,associate's degree,1,1,33,82,97,62,274,B
std-6439,female,B,high school,1,1,95,82,70,81,328,A
std-6440,female,E,some high school,1,0,58,41,97,81,277,B
std-6441,female,B,some college,0,0,27,77,71,58,233,C
std-6442,female,E,associate's degree,1,1,39,44,100,96,279,B
std-6443,female,C,some college,0,1,71,55,81,75,282,B
std-6444,female,D,some college,0,0,85,87,85,46,303,B
std-6445,female,E,associate's degree,1,0,57,54,45,74,230,C
std-6446,female,D,associate's degree,0,0,63,67,100,61,291,B
std-6447,female,D,bachelor's degree,1,0,100,64,100,59,323,A
